"","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","zipcode","goal","date","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","you_call","them_cal","date_3","numdat_3","num_in_3","attr3_s","sinc3_s","fun3_s","intel3_s","amb3_s"
"3730",259,8,0,15,2,11,21,1,1,19,13,285,0,-0.42,0,24,6,20,20,25,25,5,5,1,9,9,9,9,9,9,9,9,2,25,10,"Rice","1,410.00","17,125.00",2,2,2,"77,546",2,7,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,NA,17.0454545454545,20.4545454545455,21.5909090909091,21.5909090909091,19.3181818181818,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,0,6,8,8,4,7,4,7,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"3731",259,8,0,15,2,11,21,1,1,9,14,286,0,-0.11,1,22,2,10,15,25,15,15,20,0,7,NA,8,NA,7,NA,6,2,2,25,10,"Rice","1,410.00","17,125.00",2,2,2,"77,546",2,7,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,NA,17.0454545454545,20.4545454545455,21.5909090909091,21.5909090909091,19.3181818181818,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,0,6,8,8,4,8,3,6,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"3732",259,8,0,15,2,11,21,1,1,10,15,287,0,0.04,0,22,4,35,40,5,5,7,8,0,7,6,6,6,6,4,5,5,2,25,10,"Rice","1,410.00","17,125.00",2,2,2,"77,546",2,7,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,NA,17.0454545454545,20.4545454545455,21.5909090909091,21.5909090909091,19.3181818181818,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,0,6,6,7,4,8,2,5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"3733",259,8,0,15,2,11,21,1,1,11,16,288,0,0.47,1,27,2,20,20,15,25,10,10,0,4,5,5,5,6,5,4,3,2,25,10,"Rice","1,410.00","17,125.00",2,2,2,"77,546",2,7,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,NA,17.0454545454545,20.4545454545455,21.5909090909091,21.5909090909091,19.3181818181818,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,0,7,7,7,6,6,4,7,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"3734",259,8,0,15,2,11,21,1,1,12,17,289,0,0.12,0,28,4,20,30,10,20,0,20,0,4,3,7,5,5,5,5,3,2,25,10,"Rice","1,410.00","17,125.00",2,2,2,"77,546",2,7,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,NA,17.0454545454545,20.4545454545455,21.5909090909091,21.5909090909091,19.3181818181818,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,0,7,8,7,7,7,5,7,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"3735",259,8,0,15,2,11,21,1,1,20,18,290,0,0.53,1,34,2,30,10,30,10,5,15,0,3,3,8,5,7,8,3,3,1,25,10,"Rice","1,410.00","17,125.00",2,2,2,"77,546",2,7,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,NA,17.0454545454545,20.4545454545455,21.5909090909091,21.5909090909091,19.3181818181818,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,0,7,7,9,7,4,4,7,5,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
"3736",259,8,0,15,2,11,21,1,1,13,19,291,0,0.46,0,27,4,20,20,15,15,12,18,1,6,7,7,6,6,6,6,5,2,25,10,"Rice","1,410.00","17,125.00",2,2,2,"77,546",2,7,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,NA,17.0454545454545,20.4545454545455,21.5909090909091,21.5909090909091,19.3181818181818,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,0,6,8,8,6,7,4,7,4,1,0,0,0,NA,NA,NA,NA,NA,NA,NA
"3737",259,8,0,15,2,11,21,1,1,2,20,292,0,0.32,0,28,1,20,18,20,17,10,15,0,7,9,9,4,5,4,5,4,2,25,10,"Rice","1,410.00","17,125.00",2,2,2,"77,546",2,7,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,NA,17.0454545454545,20.4545454545455,21.5909090909091,21.5909090909091,19.3181818181818,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,0,7,7,8,6,8,4,6,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"3738",259,8,0,15,2,11,21,1,1,18,21,293,0,0.37,0,28,3,23,18,21,18,10,10,0,5,5,6,4,6,4,4,4,2,25,10,"Rice","1,410.00","17,125.00",2,2,2,"77,546",2,7,2,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,NA,17.0454545454545,20.4545454545455,21.5909090909091,21.5909090909091,19.3181818181818,12,15,17,16,18,17,17,17,18,16,18,13,18,7,9,8,8,9,7,6,8,8,9,0,6,6,7,6,8,3,5,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"3739",260,9,0,17,2,11,21,8,8,21,1,273,0,0.53,0,29,2,30,25,18,18,4,5,0,2,8,8,7,8,9,7,1,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,0,5,7,8,5,8,7,6,3,0,0,1,0,NA,1,7,8,6,9,6
"3740",260,9,0,17,2,11,21,8,8,2,2,274,0,0.52,0,24,3,30,10,20,20,10,10,0,3,7,8,6,10,2,4,4,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,0,6,8,6,8,7,NA,4,3,0,0,1,0,NA,1,7,8,6,9,6
"3741",260,9,0,17,2,11,21,8,8,15,3,275,0,0.43,0,21,2,25,10,25,5,10,25,1,5,6,8,5,7,8,7,7,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,0,6,8,7,6,7,6,7,5,0,0,1,0,NA,1,7,8,6,9,6
"3742",260,9,0,17,2,11,21,8,8,7,4,276,1,0.39,0,26,2,24,16,28,14,8,10,1,7,7,8,7,5,6,9,10,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,7,7,8,7,8,6,8,10,1,0,1,0,NA,1,7,8,6,9,6
"3743",260,9,0,17,2,11,21,8,8,8,5,277,1,0.36,0,25,2,60,20,0,20,0,0,1,7,8,8,8,NA,NA,8,10,1,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,9,9,10,10,8,3,9,10,1,0,1,0,NA,1,7,8,6,9,6
"3744",260,9,0,17,2,11,21,8,8,1,6,278,0,0.36,0,32,2,25,15,20,25,10,5,0,5,5,5,3,5,5,5,2,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,0,6,8,7,7,5,4,5,5,0,0,1,0,NA,1,7,8,6,9,6
"3745",260,9,0,17,2,11,21,8,8,3,7,279,0,0.31,0,25,2,27,15,28,10,10,10,1,6,7,8,8,7,5,5,3,1,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,0,9,7,8,9,8,NA,6,5,1,0,1,0,NA,1,7,8,6,9,6
"3746",260,9,0,17,2,11,21,8,8,14,8,280,1,0.62,0,25,2,25,20,30,15,5,5,1,7,7,8,7,8,7,7,5,1,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,7,9,9,8,8,6,7,5,1,0,1,0,NA,1,7,8,6,9,6
"3747",260,9,0,17,2,11,21,8,8,12,9,281,0,0.43,0,27,2,20,20,20,15,5,20,0,6,7,9,5,9,5,6,2,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,0,4,7,7,4,6,5,5,5,0,0,1,0,NA,1,7,8,6,9,6
"3748",260,9,0,17,2,11,21,8,8,11,10,282,1,0.34,0,23,1,25,15,20,20,10,10,1,10,9,9,9,9,9,10,6,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,7,8,6,8,7,7,8,5,0,0,1,0,NA,1,7,8,6,9,6
"3749",260,9,0,17,2,11,21,8,8,10,11,283,0,0.26,1,27,4,50,10,10,10,10,10,1,7,7,7,7,7,7,6,6,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,0,4,7,5,5,6,NA,4,5,0,0,1,0,NA,1,7,8,6,9,6
"3750",260,9,0,17,2,11,21,8,8,13,12,284,0,0.58,0,27,2,25,20,25,20,10,0,0,6,6,NA,6,NA,NA,6,4,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,7,8,8,8,7,4,7,6,0,0,1,0,NA,1,7,8,6,9,6
"3751",260,9,0,17,2,11,21,8,8,5,13,285,1,-0.18,0,24,6,20,20,25,25,5,5,1,6,6,6,6,6,6,6,6,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,6,9,7,7,6,5,7,4,0,0,1,0,NA,1,7,8,6,9,6
"3752",260,9,0,17,2,11,21,8,8,16,14,286,0,-0.01,0,22,2,10,15,25,15,15,20,0,7,NA,8,NA,NA,8,5,3,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,0,4,8,7,5,5,5,5,5,0,0,1,0,NA,1,7,8,6,9,6
"3753",260,9,0,17,2,11,21,8,8,17,15,287,0,0.31,1,22,4,35,40,5,5,7,8,1,7,8,8,6,6,6,7,6,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,0,5,6,6,7,10,5,6,4,0,0,1,0,NA,1,7,8,6,9,6
"3754",260,9,0,17,2,11,21,8,8,18,16,288,0,0.65,0,27,2,20,20,15,25,10,10,0,4,6,5,4,5,5,5,3,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,8,8,8,7,7,NA,7,5,0,0,1,0,NA,1,7,8,6,9,6
"3755",260,9,0,17,2,11,21,8,8,19,17,289,0,0.53,1,28,4,20,30,10,20,0,20,0,5,3,4,2,5,2,4,2,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,7,7,8,9,9,NA,7,5,0,0,1,0,NA,1,7,8,6,9,6
"3756",260,9,0,17,2,11,21,8,8,6,18,290,0,0.75,0,34,2,30,10,30,10,5,15,0,4,6,9,7,8,5,6,4,1,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,7,9,10,6,8,5,8,5,1,0,1,0,NA,1,7,8,6,9,6
"3757",260,9,0,17,2,11,21,8,8,20,19,291,1,0.47,1,27,4,20,20,15,15,12,18,1,6,8,8,6,6,7,6,7,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,6,7,9,7,10,7,7,5,0,0,1,0,NA,1,7,8,6,9,6
"3758",260,9,0,17,2,11,21,8,8,9,20,292,0,0.24,0,28,1,20,18,20,17,10,15,0,5,10,9,5,6,4,7,6,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,8,8,8,8,9,NA,8,6,0,0,1,0,NA,1,7,8,6,9,6
"3759",260,9,0,17,2,11,21,8,8,4,21,293,0,0.4,0,28,3,23,18,21,18,10,10,0,3,6,8,6,6,4,4,5,2,27,10,"Smith College","1,260.00","24,742.00",4,4,4,"50,450",2,7,2,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,NA,22.3529411764706,23.5294117647059,22.3529411764706,16.4705882352941,15.2941176470588,15,25,10,20,20,15,10,19,20,19,14,13,15,6,9,7,9,6,6,9,9,7,9,1,7,7,8,8,9,4,7,5,0,0,1,0,NA,1,7,8,6,9,6
"3760",261,10,0,19,2,11,21,3,3,16,1,273,0,0.34,0,29,2,30,25,18,18,4,5,0,2,7,7,5,5,4,4,1,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,0,6,8,8,6,5,7,6,5,0,0,2,0,2,NA,5,8,7,8,8
"3761",261,10,0,19,2,11,21,3,3,18,2,274,0,0.39,0,24,3,30,10,20,20,10,10,0,3,0,6,5,4,5,6,5,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,0,5,6,7,6,6,6,7,5,0,0,2,0,2,NA,5,8,7,8,8
"3762",261,10,0,19,2,11,21,3,3,10,3,275,1,0.54,0,21,2,25,10,25,5,10,25,1,6,6,7,5,6,7,6,6,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,1,8,8,8,8,7,7,7,5,0,0,2,0,2,NA,5,8,7,8,8
"3763",261,10,0,19,2,11,21,3,3,2,4,276,1,0.7,0,26,2,24,16,28,14,8,10,1,8,10,9,7,5,8,9,10,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,1,8,10,9,8,7,8,9,10,1,0,2,0,2,NA,5,8,7,8,8
"3764",261,10,0,19,2,11,21,3,3,3,5,277,1,0.13,0,25,2,60,20,0,20,0,0,1,6,7,7,7,NA,7,7,2,1,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,1,8,8,8,8,7,6,8,7,0,0,2,0,2,NA,5,8,7,8,8
"3765",261,10,0,19,2,11,21,3,3,17,6,278,0,0.68,0,32,2,25,15,20,25,10,5,0,5,5,6,5,5,2,5,3,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,0,5,7,7,6,6,4,6,5,0,0,2,0,2,NA,5,8,7,8,8
"3766",261,10,0,19,2,11,21,3,3,19,7,279,0,-0.01,0,25,2,27,15,28,10,10,10,0,7,8,10,9,7,8,4,1,1,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,1,8,6,8,8,8,5,6,5,1,0,2,0,2,NA,5,8,7,8,8
"3767",261,10,0,19,2,11,21,3,3,9,8,280,1,0.63,0,25,2,25,20,30,15,5,5,1,7,7,8,7,7,7,7,3,1,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,1,4,8,8,7,8,7,7,5,1,0,2,0,2,NA,5,8,7,8,8
"3768",261,10,0,19,2,11,21,3,3,7,9,281,0,0.48,0,27,2,20,20,20,15,5,20,0,3,7,9,3,5,3,5,5,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,0,6,8,9,6,6,5,6,5,0,0,2,0,2,NA,5,8,7,8,8
"3769",261,10,0,19,2,11,21,3,3,6,10,282,0,0.02,0,23,1,25,15,20,20,10,10,1,7,7,7,7,7,NA,7,3,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,0,5,7,8,8,8,5,6,5,0,0,2,0,2,NA,5,8,7,8,8
"3770",261,10,0,19,2,11,21,3,3,5,11,283,0,0.08,1,27,4,50,10,10,10,10,10,1,6,6,6,6,6,6,8,8,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,0,3,6,7,5,7,4,7,5,0,0,2,0,2,NA,5,8,7,8,8
"3771",261,10,0,19,2,11,21,3,3,8,12,284,0,0.43,0,27,2,25,20,25,20,10,0,0,6,8,8,5,6,NA,6,3,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,0,3,5,6,5,4,3,6,5,0,0,2,0,2,NA,5,8,7,8,8
"3772",261,10,0,19,2,11,21,3,3,21,13,285,0,0.08,0,24,6,20,20,25,25,5,5,1,6,6,6,6,6,6,6,6,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,0,5,7,7,5,6,5,6,5,0,0,2,0,2,NA,5,8,7,8,8
"3773",261,10,0,19,2,11,21,3,3,11,14,286,0,0.22,0,22,2,10,15,25,15,15,20,1,6,NA,8,NA,NA,9,7,5,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,0,4,5,6,5,5,3,4,5,0,0,2,0,2,NA,5,8,7,8,8
"3774",261,10,0,19,2,11,21,3,3,12,15,287,0,0.1,1,22,4,35,40,5,5,7,8,0,4,6,5,4,5,7,4,5,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,0,6,4,6,5,6,4,3,4,0,0,2,0,2,NA,5,8,7,8,8
"3775",261,10,0,19,2,11,21,3,3,13,16,288,0,0.59,0,27,2,20,20,15,25,10,10,0,4,6,6,5,6,5,5,3,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,1,7,6,7,8,7,6,7,5,0,0,2,0,2,NA,5,8,7,8,8
"3776",261,10,0,19,2,11,21,3,3,14,17,289,0,0.17,1,28,4,20,30,10,20,0,20,0,4,2,6,2,7,2,3,1,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,1,6,7,7,9,8,6,8,6,0,0,2,0,2,NA,5,8,7,8,8
"3777",261,10,0,19,2,11,21,3,3,1,18,290,0,0.51,0,34,2,30,10,30,10,5,15,0,5,7,8,6,7,3,4,3,2,26,10,"Brown University","1,400.00","27,395.00",4,1,4,"10,536",1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,NA,16.6666666666667,22.2222222222222,22.2222222222222,22.2222222222222,16.6666666666667,10,30,15,15,20,10,10,45,10,10,20,5,10,5,8,7,7,8,5,8,8,6,9,1,7,8,7,6,6,8,7,5,0,0,2,0,2,NA,5,8,7,8,8
